name,acronym,id,structure_id_path,parent_structure_id
sensory root of the trigeminal nerve,s5,229,/997/1009/967/901/229/,901
solitary tract,sol,237,/997/1009/967/917/237/,917
spinal trigeminal tract,sp5,794,/997/1009/967/901/229/794/,229
spinothalamic tract,sst,871,/997/1009/967/871/,967
splenium of the corpus callosum,scc,986,/997/1009/983/776/986/,776
stria medullaris,sm,802,/997/1009/991/824/1083/802/,1083
stria terminalis,st,301,/997/1009/991/768/301/,768
superior cerebellar peduncle,scp,326,/997/1009/960/752/326/,752
superior medullary velum,SMV,2219,/997/73/145/2219/,145
superior thalamic radiation,str,2109,/997/1009/983/896/2109/,896
supraoptic decussation,sox,2040,/997/1009/967/848/2040/,848
tectospinal tract,ts,877,/997/1009/1000/877/,1000
thalamus related,lfbst,896,/997/1009/983/896/,983
transverse fibers of the pons,tfp,2167,/997/1009/960/752/78/2167/,78
trigeminal nerve,5n,901,/997/1009/967/901/,967
uncinate fasciculus of the cerebellum,un,850,/997/1009/960/752/326/850/,326
vagus nerve,10n,917,/997/1009/967/917/,967
ventral hippocampal commissure,vhc,449,/997/1009/991/768/1099/618/449/,618
ventral spinocerebellar tract,vscb,85,/997/1009/960/752/326/812/85/,812
ventral tegmental decussation,vtgx,397,/997/1009/1000/863/397/,863
ventricular systems,VentSys,73,/997/73/,997
vestibular root of the vestibulocochlear nerve,8vn,413,/997/1009/967/933/413/,933
vestibulocochlear nerve,8n,933,/997/1009/967/933/,967
vestibulomesencephalic tract,veme,941,/997/1009/1000/941/,1000
vestibulospinal tract,vesp,293,/997/1009/967/871/293/,871
vomeronasal nerve,vn,949,/997/1009/967/949/,967
